full_name,registered_year,engine_capacity [cc],insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power [hp],seats,mileage [kmkg],body_type,city,resale_price [USD]
Maruti Alto,2019,998,Third Party,Manual,27817.0,Second Owner,Petrol,60,5.0,32.52,Hatchback,Lucknow,4284.0
Maruti Celerio,2016,998,Third Party,Automatic,62001.0,Third Owner,Petrol,60,5.0,30.8,Hatchback,Lucknow,4392.0
Maruti Vitara,2018,1248,Third Party,Manual,73081.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Lucknow,7536.0
Nissan Magnite,2021,999,First,Manual,26387.0,First Owner,Petrol,90,5.0,26.666666666666668,SUV,Lucknow,8556.0
Chevrolet Beat,2013,936,Third Party,Manual,80000.0,Second Owner,Diesel,50,5.0,29.929411764705886,Hatchback,Lucknow,1860.0
Maruti Swift,2008,1298,Third Party,Manual,70000.0,First Owner,Petrol,80,5.0,23.333333333333332,Sedan,Lucknow,2280.0
Chevrolet Beat,2011,1199,Third Party,Manual,50000.0,Second Owner,Petrol,70,5.0,24.8,Hatchback,Lucknow,720.0
Maruti Ertiga,2016,1248,Third Party,Manual,100000.0,Second Owner,Diesel,80,7.0,28.847058823529412,MUV,Lucknow,7680.0
Hyundai i10,2012,1197,Third Party,Manual,70000.0,Second Owner,Petrol,70,5.0,27.146666666666665,Hatchback,Lucknow,3000.0
Maruti Swift,2015,1197,Third Party,Manual,120000.0,Third Owner,Petrol,80,5.0,27.8,Sedan,Lucknow,4680.0
Hyundai i20,2015,1396,Third Party,Manual,90000.0,Second Owner,Diesel,80,5.0,26.517647058823528,Hatchback,Lucknow,6600.0
Tata Tigor,2022,1199,First,Manual,49551.0,First Owner,CNG,70,5.0,26.49,Sedan,Lucknow,8736.0
Maruti Baleno,2016,1197,Third Party,Manual,91117.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,5184.0
Maruti Baleno,2017,1197,Third Party,Manual,69056.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,6071.999999999999
Maruti Baleno,2019,1197,Third Party,Manual,37503.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,7608.0
Maruti Wagon,2016,998,First,Manual,47202.0,First Owner,Petrol,60,5.0,27.346666666666668,Hatchback,Lucknow,4032.0
Honda WR-V,2017,1199,Third Party,Manual,37746.0,First Owner,Petrol,80,5.0,23.333333333333332,SUV,Lucknow,6504.0
Ford Ecosport,2018,1498,Third Party,Manual,57535.0,Second Owner,Diesel,90,5.0,27.058823529411764,SUV,Lucknow,7848.0
Hyundai i20,2018,1197,Third Party,Manual,47909.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Lucknow,6672.0
Maruti Alto,2014,796,Third Party,Manual,50000.0,First Owner,CNG,40,5.0,30.46,Hatchback,Lucknow,2400.0
Renault Kiger,2022,999,Third Party,Automatic,10000.0,First Owner,Petrol,70,5.0,25.373333333333335,SUV,Lucknow,7020.0
Maruti Swift,2014,1248,Third Party,Manual,90000.0,Second Owner,Diesel,70,5.0,27.52941176470588,Sedan,Lucknow,4560.0
Ford Ecosport,2016,1498,Third Party,Manual,70000.0,First Owner,Diesel,90,5.0,26.788235294117648,SUV,Lucknow,7200.0
Mercedes-Benz CLA,2015,2143,Third Party,Automatic,120000.0,First Owner,Diesel,130,5.0,21.058823529411764,Sedan,Lucknow,19200.0
Maruti Wagon,2020,998,Third Party,Manual,50000.0,First Owner,Petrol,60,5.0,29.05333333333333,Hatchback,Lucknow,5760.0
Maruti Swift,2015,1248,First,Manual,69981.0,First Owner,Diesel,70,5.0,29.647058823529413,Hatchback,Lucknow,4200.0
Maruti Baleno,2018,1197,First,Manual,18185.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,6492.0
Maruti Swift,2018,1197,First,Manual,97254.0,Second Owner,Petrol,80,5.0,28.28,Sedan,Lucknow,7692.0
Maruti Wagon,2019,998,Third Party,Manual,19910.0,First Owner,Petrol,60,5.0,29.05333333333333,Hatchback,Lucknow,6096.0
Honda Amaze,2021,1498,Third Party,Manual,40680.0,First Owner,Diesel,90,5.0,29.058823529411764,Sedan,Lucknow,9300.0
Hyundai EON,2018,814,Third Party,Manual,66198.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,3504.0
Maruti Celerio,2018,998,Third Party,Automatic,97829.0,First Owner,Petrol,60,5.0,28.84,Hatchback,Lucknow,5760.0
Honda Amaze,2015,1498,Third Party,Manual,80000.0,Second Owner,Diesel,90,5.0,30.35294117647059,Sedan,Lucknow,5819.999999999999
Honda City,2006,1497,Third Party,Manual,100000.0,Second Owner,Petrol,100,5.0,22.53333333333333,Sedan,Lucknow,1320.0000000000002
Hyundai i20,2020,1197,Third Party,Manual,50000.0,First Owner,Petrol,80,5.0,24.8,Hatchback,Lucknow,7800.0
Honda City,2017,1498,Third Party,Manual,90000.0,Second Owner,Diesel,90,5.0,30.58823529411765,Sedan,Lucknow,8100.0
Honda Civic,2010,1799,Third Party,Manual,100000.0,Third Owner,Petrol,130,5.0,19.733333333333334,Sedan,Lucknow,3059.9999999999995
Honda Amaze,2018,1199,First,Manual,39240.0,First Owner,Petrol,80,5.0,26.0,Sedan,Lucknow,7836.0
Maruti Vitara,2021,1462,First,Manual,4055.0,First Owner,Petrol,100,5.0,22.706666666666667,SUV,Lucknow,9420.0
Maruti Alto,2018,796,First,Manual,62433.0,First Owner,Petrol,40,5.0,32.93333333333333,Hatchback,Lucknow,3492.0
Maruti Swift,2017,1248,Third Party,Manual,46929.0,First Owner,Diesel,70,5.0,29.647058823529413,Hatchback,Lucknow,5136.0
Hyundai Creta,2017,1591,Third Party,Manual,47000.0,First Owner,Petrol,120,5.0,17.333333333333332,SUV,Lucknow,11928.0
Hyundai EON,2014,814,Third Party,Manual,52703.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,2688.0000000000005
Maruti Swift,2013,1248,Third Party,Manual,117206.0,First Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Lucknow,3744.0
Skoda Rapid,2017,1498,Third Party,Automatic,30296.0,First Owner,Diesel,100,5.0,25.552941176470586,Sedan,Lucknow,9768.0
Hyundai EON,2018,814,Third Party,Manual,15614.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,3564.0
Maruti Alto,2017,796,Third Party,Manual,100000.0,First Owner,CNG,40,5.0,33.44,Hatchback,Lucknow,3240.0
Hyundai Creta,2020,1582,Third Party,Manual,40000.0,First Owner,Diesel,120,5.0,24.11764705882353,SUV,Lucknow,13560.0
Tata Nano,2013,624,Third Party,Manual,60000.0,Second Owner,Petrol,30,4.0,33.86666666666667,Hatchback,Lucknow,840.0
Skoda Rapid,2012,1598,Third Party,Manual,110000.0,Second Owner,Diesel,100,5.0,24.11764705882353,Sedan,Lucknow,3000.0
Maruti Alto,2018,998,Third Party,Manual,50000.0,Second Owner,Petrol,60,5.0,31.933333333333334,Hatchback,Lucknow,3360.0
Maruti Swift,2013,1248,Third Party,Manual,74208.0,First Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Lucknow,3780.0
Mahindra XUV500,2018,2179,Third Party,Automatic,85663.0,First Owner,Diesel,150,7.0,17.764705882352942,SUV,Lucknow,15276.0
Maruti Ignis,2017,1197,First,Automatic,29406.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Lucknow,6096.0
Maruti Celerio,2016,998,Third Party,Automatic,72029.0,Second Owner,Petrol,60,5.0,34.666666666666664,Hatchback,Lucknow,4584.0
Maruti Vitara,2017,1248,First,Manual,89341.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Lucknow,8496.0
Hyundai Aura,2020,1197,First,Automatic,25799.0,First Owner,Petrol,80,5.0,26.8,Sedan,Lucknow,9384.0
Hyundai i20,2018,1197,Third Party,Manual,47641.0,Third Owner,Petrol,80,5.0,22.92,Hatchback,Lucknow,7140.0
Maruti Swift,2020,1197,Third Party,Manual,40584.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Lucknow,6240.0
Maruti Alto,2018,998,Third Party,Manual,39259.0,First Owner,Petrol,60,5.0,32.52,Hatchback,Lucknow,3684.0
Toyota Innova,2012,2494,Third Party,Manual,120000.0,Fourth Owner,Diesel,100,8.0,15.282352941176471,MUV,Lucknow,5076.000000000001
Toyota Innova,2012,2494,Third Party,Manual,120000.0,Fourth Owner,Diesel,100,8.0,15.282352941176471,MUV,Lucknow,5460.0
Hyundai Creta,2018,1582,Third Party,Manual,100000.0,First Owner,Diesel,120,5.0,24.11764705882353,SUV,Lucknow,12600.0
MG Astor,2022,1498,Third Party,Manual,30000.0,First Owner,Petrol,100,5.0,20.573333333333334,SUV,Lucknow,16800.0
Hyundai Verna,2017,1396,Third Party,Manual,80000.0,Second Owner,Diesel,80,5.0,29.176470588235297,Sedan,Lucknow,7080.0
Maruti Swift,2013,1248,Third Party,Manual,80000.0,Second Owner,Diesel,70,5.0,27.52941176470588,Sedan,Lucknow,4560.0
Maruti Swift,2014,1248,First,Manual,97697.0,First Owner,Diesel,70,5.0,27.52941176470588,Sedan,Lucknow,4668.0
Maruti Swift,2014,1197,First,Manual,60708.0,First Owner,Petrol,80,5.0,29.88,Sedan,Lucknow,4260.0
Maruti Ignis,2019,1197,Third Party,Manual,72225.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Lucknow,6048.0
Renault Duster,2018,1461,Third Party,Manual,94226.0,Second Owner,Diesel,100,5.0,23.058823529411768,SUV,Lucknow,6384.0
Maruti Baleno,2021,1197,Third Party,Manual,22808.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,8460.0
Maruti S-Presso,2020,998,Third Party,Manual,76980.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Lucknow,4092.0
Fiat Punto,2012,1172,Third Party,Manual,50000.0,First Owner,Petrol,60,5.0,20.933333333333334,Hatchback,Lucknow,1680.0
Mahindra XUV500,2014,2179,Third Party,Manual,100000.0,Third Owner,Diesel,140,7.0,17.764705882352942,SUV,Lucknow,5880.000000000001
Mahindra TUV,2016,1493,Third Party,Manual,100000.0,First Owner,Diesel,100,7.0,21.752941176470586,SUV,Lucknow,6300.0
BMW X1,2017,1995,Third Party,Automatic,100000.0,First Owner,Diesel,180,5.0,24.32941176470588,SUV,Lucknow,22800.0
Maruti Swift,2019,1197,Third Party,Manual,65698.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Lucknow,6876.0
Nissan Terrano,2014,1598,Third Party,Manual,82101.0,Second Owner,Petrol,100,5.0,17.653333333333332,SUV,Lucknow,4284.0
Toyota Etios,2016,1364,Third Party,Manual,59819.0,Second Owner,Diesel,60,5.0,27.75294117647059,Hatchback,Lucknow,5471.999999999999
Maruti Alto,2016,998,First,Manual,115250.0,First Owner,Petrol,60,5.0,32.52,Hatchback,Lucknow,2844.0
Hyundai Creta,2015,1591,First,Manual,29033.0,First Owner,Petrol,120,5.0,17.333333333333332,SUV,Lucknow,9192.0
Hyundai i20,2015,1197,Third Party,Manual,57294.0,Second Owner,Petrol,80,5.0,22.92,Hatchback,Lucknow,5748.0
Maruti Alto,2018,796,Third Party,Manual,32464.0,First Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Lucknow,3240.0
Tata Nexon,2018,1198,Third Party,Automatic,12762.0,First Owner,Petrol,100,5.0,22.666666666666668,SUV,Lucknow,8292.0
Mahindra KUV,2017,1198,Third Party,Manual,51719.0,First Owner,Diesel,70,6.0,29.788235294117648,Hatchback,Lucknow,5676.000000000001
Maruti Zen,2011,998,Third Party,Manual,110000.0,First Owner,Petrol,60,5.0,25.333333333333332,Hatchback,Lucknow,1379.9999999999998
Tata Safari,2017,2179,Third Party,Manual,70000.0,Second Owner,Diesel,140,7.0,16.58823529411765,SUV,Lucknow,8400.0
Maruti Swift,2018,1248,Third Party,Automatic,60000.0,First Owner,Diesel,70,5.0,33.411764705882355,Hatchback,Lucknow,8400.0
Skoda Slavia,2022,999,Third Party,Manual,10000.0,First Owner,Petrol,110,5.0,25.959999999999997,Sedan,Lucknow,17676.0
Maruti Swift,2014,1248,Third Party,Manual,80000.0,Third Owner,Diesel,70,5.0,29.647058823529413,Hatchback,Lucknow,4800.0
Tata Safari,2016,2179,Third Party,Manual,80000.0,Second Owner,Diesel,150,7.0,16.58823529411765,SUV,Lucknow,9012.0
Hyundai i20,2018,1396,First,Manual,66141.0,Second Owner,Diesel,80,5.0,26.517647058823528,Hatchback,Lucknow,6840.0
Tata Tiago,2018,1199,Third Party,Automatic,8769.0,Second Owner,Petrol,80,5.0,31.786666666666665,Hatchback,Lucknow,5267.999999999999
Maruti Vitara,2018,1248,First,Manual,30806.0,First Owner,Diesel,80,5.0,28.58823529411765,SUV,Lucknow,8868.0
Maruti Alto,2019,796,Third Party,Manual,33245.0,First Owner,Petrol,40,5.0,29.400000000000002,Hatchback,Lucknow,3984.0
Hyundai Xcent,2018,1197,Third Party,Manual,42665.0,First Owner,Petrol,80,5.0,26.853333333333335,Sedan,Lucknow,7116.0
Honda Amaze,2018,1498,First,Manual,114431.0,First Owner,Diesel,90,5.0,30.35294117647059,Sedan,Lucknow,6420.0
Maruti Baleno,2019,1197,Third Party,Manual,38658.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,6552.0
Hyundai Grand,2019,1197,Third Party,Manual,23724.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,6048.0
Renault KWID,2021,799,Third Party,Manual,60000.0,Third Owner,Petrol,50,5.0,29.666666666666668,Hatchback,Lucknow,3600.0
Maruti Wagon,2022,998,Third Party,Manual,70000.0,First Owner,CNG,50,5.0,34.05,Hatchback,Lucknow,7800.0
Hyundai Verna,2012,1591,Third Party,Manual,110000.0,Second Owner,Petrol,120,5.0,22.680000000000003,Sedan,Lucknow,3600.0
Tata Nexon,2017,1198,Third Party,Manual,20000.0,First Owner,Petrol,100,5.0,22.666666666666668,SUV,Lucknow,6540.0
Hyundai Verna,2022,1493,Third Party,Manual,40000.0,First Owner,Diesel,110,5.0,29.411764705882355,Sedan,Lucknow,14400.0
Renault KWID,2017,999,First,Automatic,34061.0,First Owner,Petrol,60,5.0,30.680000000000003,Hatchback,Lucknow,3780.0
Hyundai Grand,2018,1197,Third Party,Manual,51140.0,Second Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,5640.0
Hyundai i10,2014,1086,Third Party,Manual,55076.0,First Owner,Petrol,60,5.0,26.41333333333333,Hatchback,Lucknow,2988.0000000000005
Hyundai Grand,2015,1120,Third Party,Manual,113593.0,Second Owner,Diesel,70,5.0,28.235294117647058,Hatchback,Lucknow,3780.0
Maruti Baleno,2016,1197,First,Manual,54091.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,5628.000000000001
Honda City,2012,1497,Third Party,Automatic,56446.0,Second Owner,Petrol,110,5.0,22.400000000000002,Sedan,Lucknow,5928.000000000001
Hyundai Santro,2018,1086,First,Manual,41609.0,First Owner,CNG,50,5.0,30.48,Hatchback,Lucknow,5712.0
Maruti Baleno,2021,1197,Third Party,Manual,5806.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,7560.0
Honda Amaze,2019,1199,First,Manual,53873.0,First Owner,Petrol,80,5.0,26.0,Sedan,Lucknow,6540.0
Ford Ecosport,2013,1498,Third Party,Manual,90000.0,First Owner,Diesel,80,5.0,26.705882352941178,SUV,Lucknow,3600.0
Toyota Fortuner,2020,2755,Third Party,Automatic,60000.0,First Owner,Diesel,170,7.0,15.176470588235295,SUV,Lucknow,37800.0
Hyundai Verna,2012,1591,Third Party,Manual,60000.0,First Owner,Petrol,120,5.0,22.680000000000003,Sedan,Lucknow,4980.000000000001
Honda City,2021,1498,Third Party,Manual,60000.0,First Owner,Petrol,110,5.0,24.8,Sedan,Lucknow,10680.0
Maruti Ritz,2013,1248,Third Party,Manual,100000.0,Third Owner,Diesel,70,5.0,27.294117647058822,Hatchback,Lucknow,2880.0
Nissan Terrano,2015,1461,Third Party,Manual,100000.0,First Owner,Diesel,100,5.0,22.364705882352943,SUV,Lucknow,5519.999999999999
Maruti Baleno,2018,1197,Third Party,Manual,50000.0,Second Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,6000.0
Maruti Wagon,2019,998,Third Party,Manual,80000.0,First Owner,CNG,50,5.0,26.6,Hatchback,Lucknow,5400.0
Maruti Baleno,2019,1197,Third Party,Manual,15415.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,7596.0
Maruti Swift,2018,1248,First,Automatic,55145.0,First Owner,Diesel,70,5.0,33.411764705882355,Sedan,Lucknow,7248.0
Maruti Celerio,2017,998,Third Party,Automatic,109688.0,First Owner,Petrol,60,5.0,35.57333333333333,Hatchback,Lucknow,3780.0
Hyundai Grand,2019,1197,Third Party,Manual,18914.0,First Owner,Petrol,80,5.0,27.599999999999998,Hatchback,Lucknow,7920.0
Hyundai EON,2017,814,Third Party,Manual,67328.0,Second Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,3252.0
Maruti Ignis,2018,1197,First,Manual,81741.0,First Owner,Petrol,80,5.0,27.853333333333335,Hatchback,Lucknow,5723.999999999999
Maruti Swift,2021,1197,First,Manual,43788.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Lucknow,7032.0
Hyundai Grand,2016,1197,First,Automatic,51520.0,Second Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,4823.999999999999
Maruti Swift,2014,1197,First,Manual,60574.0,First Owner,Petrol,80,5.0,29.84,Hatchback,Lucknow,4296.0
Maruti Ciaz,2016,1373,Third Party,Manual,85507.0,First Owner,Petrol,90,5.0,27.64,Sedan,Lucknow,6156.0
Hyundai Grand,2014,1197,Third Party,Manual,100000.0,Third Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,3648.0
Mercedes-Benz C-Class,2012,2143,Third Party,Automatic,110000.0,Second Owner,Diesel,200,5.0,17.576470588235296,Sedan,Lucknow,8400.0
Toyota Fortuner,2020,2755,Third Party,Automatic,60000.0,First Owner,Diesel,170,7.0,15.176470588235295,SUV,Lucknow,39000.0
Ford Aspire,2017,1499,Third Party,Manual,70000.0,First Owner,Diesel,90,5.0,28.705882352941174,Sedan,Lucknow,6000.0
Renault KWID,2018,799,Third Party,Manual,40000.0,First Owner,Petrol,50,5.0,33.56,Hatchback,Lucknow,4200.0
Honda City,2017,1497,Third Party,Manual,70000.0,First Owner,Petrol,110,5.0,23.733333333333334,Sedan,Lucknow,9600.0
Hyundai Creta,2019,1396,Third Party,Manual,60000.0,First Owner,Diesel,80,5.0,26.000000000000004,SUV,Lucknow,10800.0
Maruti Baleno,2021,1197,First,Manual,34348.0,First Owner,Petrol,80,5.0,28.013333333333335,Hatchback,Lucknow,7872.0
Hyundai i20,2021,1197,Third Party,Manual,34139.0,First Owner,Petrol,80,5.0,28.0,Hatchback,Lucknow,8184.0
Maruti Baleno,2016,1197,First,Manual,91960.0,First Owner,Petrol,80,5.0,28.53333333333333,Hatchback,Lucknow,4967.999999999999
Honda City,2016,1497,First,Manual,27567.0,Second Owner,Petrol,110,5.0,23.733333333333334,Sedan,Lucknow,6312.0
Hyundai EON,2018,814,Third Party,Manual,14669.0,First Owner,Petrol,50,5.0,28.133333333333336,Hatchback,Lucknow,3684.0
Ford Ecosport,2016,1498,Third Party,Manual,60047.0,Second Owner,Diesel,90,5.0,26.788235294117648,SUV,Lucknow,6324.0
Ford Ecosport,2021,1498,Third Party,Manual,63152.0,First Owner,Diesel,90,5.0,25.52941176470588,SUV,Lucknow,10152.000000000002
Maruti Baleno,2020,1248,First,Manual,100250.0,First Owner,Diesel,70,5.0,32.22352941176471,Hatchback,Lucknow,7668.0
Honda WR-V,2018,1498,First,Manual,92708.0,Second Owner,Diesel,90,5.0,30.0,SUV,Lucknow,7500.0
Maruti Ciaz,2016,1373,Third Party,Manual,47075.0,First Owner,Petrol,90,5.0,27.64,Sedan,Lucknow,7044.0
Hyundai Elantra,2015,1582,Third Party,Automatic,119655.0,Second Owner,Diesel,120,5.0,26.705882352941178,Sedan,Lucknow,6180.000000000001
Skoda Rapid,2017,1498,Third Party,Automatic,120000.0,Second Owner,Diesel,100,5.0,25.552941176470586,Sedan,Lucknow,7200.0
Maruti S-Presso,2019,998,Third Party,Manual,40000.0,First Owner,Petrol,60,5.0,28.933333333333334,Hatchback,Lucknow,4476.0
Renault KWID,2017,799,Third Party,Automatic,110000.0,Second Owner,Petrol,50,5.0,33.56,Hatchback,Lucknow,3600.0
Hyundai Santro,2008,1086,Third Party,Manual,60000.0,Second Owner,Petrol,60,5.0,23.893333333333334,Hatchback,Lucknow,1500.0
Volkswagen Ameo,2016,1498,Third Party,Manual,70000.0,Second Owner,Diesel,100,5.0,25.482352941176472,Sedan,Lucknow,5400.0
Volkswagen Polo,2011,1199,Third Party,Manual,80000.0,Fifth Owner,Diesel,70,5.0,25.96470588235294,Hatchback,Lucknow,2160.0
Mahindra Marazzo,2019,1497,Third Party,Manual,70000.0,First Owner,Diesel,120,7.0,20.35294117647059,MUV,Lucknow,8400.0
Maruti Swift,2011,1248,Third Party,Manual,90000.0,Fourth Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Lucknow,3420.0
Hyundai Grand,2020,1197,Third Party,Manual,16772.0,Second Owner,Petrol,80,5.0,27.599999999999998,Hatchback,Lucknow,6660.0
Tata Tiago,2019,1047,Third Party,Manual,49711.0,First Owner,Diesel,60,5.0,31.764705882352942,Hatchback,Lucknow,6012.0
Hyundai Creta,2017,1396,First,Manual,87608.0,First Owner,Diesel,80,5.0,26.000000000000004,SUV,Lucknow,9360.0
Ford Ecosport,2019,1498,First,Manual,82812.0,First Owner,Diesel,90,5.0,27.058823529411764,SUV,Lucknow,8520.0
Honda WR-V,2021,1199,Third Party,Manual,23673.0,First Owner,Petrol,80,5.0,22.0,SUV,Lucknow,8916.0
Tata Nexon,2018,1497,Third Party,Manual,34139.0,Second Owner,Diesel,110,5.0,27.31764705882353,SUV,Lucknow,7392.0
Hyundai i20,2017,1197,Third Party,Manual,64302.0,Second Owner,Petrol,80,5.0,24.8,Hatchback,Lucknow,5880.000000000001
Hyundai Santro,2013,1086,First,Manual,77724.0,Second Owner,CNG,60,5.0,11.88,Hatchback,Lucknow,2759.9999999999995
Maruti Wagon,2020,998,Third Party,Manual,42649.0,First Owner,CNG,50,5.0,32.52,Hatchback,Lucknow,6732.0
Hyundai Grand,2017,1197,First,Automatic,21231.0,First Owner,Petrol,80,5.0,25.2,Hatchback,Lucknow,6240.0
Maruti Wagon,2016,998,Third Party,Manual,25619.0,First Owner,Petrol,60,5.0,27.346666666666668,Hatchback,Lucknow,4260.0
Tata Nexon,2018,1198,First,Manual,49355.0,First Owner,Petrol,100,5.0,22.666666666666668,SUV,Lucknow,7404.0
Maruti Swift,2011,1248,Third Party,Manual,100000.0,Fourth Owner,Diesel,70,5.0,26.941176470588236,Hatchback,Lucknow,3360.0
Maruti SX4,2018,1248,Third Party,Manual,90000.0,First Owner,Diesel,80,5.0,29.529411764705884,SUV,Lucknow,9600.0
Tata Indigo,2010,1405,Third Party,Manual,90000.0,First Owner,Diesel,70,5.0,23.070588235294117,Sedan,Lucknow,1680.0
Tata Indigo,2010,1405,Third Party,Manual,90000.0,First Owner,Diesel,70,5.0,23.070588235294117,Sedan,Lucknow,2700.0
Maruti Baleno,2023,1197,Third Party,Manual,10000.0,First Owner,Petrol,80,5.0,29.8,Hatchback,Lucknow,8400.0
Ford Ecosport,2014,1498,Third Party,Manual,80000.0,Second Owner,Diesel,80,5.0,26.705882352941178,SUV,Lucknow,5400.0
Toyota Fortuner,2016,2982,Third Party,Automatic,120000.0,First Owner,Diesel,160,7.0,14.764705882352942,SUV,Lucknow,18000.0
Tata Nexon,2022,1199,Third Party,Manual,15525.0,First Owner,Petrol,110,5.0,23.426666666666666,SUV,Lucknow,10464.000000000002
Maruti Celerio,2015,998,Third Party,Automatic,24371.0,First Owner,Petrol,60,5.0,35.57333333333333,Hatchback,Lucknow,4632.0
Maruti Vitara,2016,1248,First,Manual,106634.0,Second Owner,Diesel,80,5.0,28.58823529411765,SUV,Lucknow,6636.0
Ford Freestyle,2018,1498,First,Manual,90038.0,Second Owner,Diesel,90,5.0,28.705882352941174,Hatchback,Lucknow,6048.0
Maruti Swift,2015,1248,First,Manual,67933.0,Second Owner,Diesel,70,5.0,31.28235294117647,Sedan,Lucknow,5712.0
Toyota Fortuner,2018,2755,First,Automatic,29486.0,First Owner,Diesel,170,7.0,17.694117647058825,SUV,Lucknow,35640.0
